date,order_id,item,price,quantity,total,customer_id
2018-02-12T02:28:55.000000Z,2e7ab899-20ad-4bf9-857f-922ca8564788,Papercup,10.0,10,100.0,10119a97-a4a1-4919-bb9d-58ea0bb618b3
2018-12-05T17:44:30.000000Z,eeac5109-3c10-4f2a-b670-ba967bb7bd2b,Mug,15.0,10,150.0,7a9ed57e-0155-485d-9381-255eeddcf715
2018-02-22T02:24:14.000000Z,e3ab47ea-349b-40e7-9bc0-c70dd1277e30,Bowl,21.0,10,210.0,1c620648-8620-493b-b332-9d8654ff5be5
2018-11-16T17:52:48.000000Z,7358029b-9c5d-44ad-97c8-b64976df83e1,Tumbler,40.0,1,40.0,45220250-46a7-45ad-8504-796706693896
2018-03-15T12:32:20.000000Z,381a99c5-186c-497b-82a9-45e4ff40f08d,Papercup,40.0,10,400.0,5ef65202-a26d-49f4-8545-ea886c70037f
2018-03-01T16:57:28.000000Z,03e7114c-bc8d-44a0-8ff5-13689905d11c,Teapot,15.0,2,30.0,6055c1bd-8e13-4c79-963e-898d321bb39f
2018-09-04T21:16:48.000000Z,17c536cb-10ce-43c5-96e6-3829b97e25fe,Mug,10.0,10,100.0,18c9295d-22c3-4034-a917-06e84c92dc29
2018-12-20T10:15:38.000000Z,0aad8a2c-5b02-4de8-a1a7-d10c42bff97f,Cup,5.0,1,5.0,768bfd1c-aefe-4097-b034-71a7858a98fa
2018-04-13T04:01:40.000000Z,5dbc15e7-bd47-4e50-b55d-a24410852e32,Cup,15.0,5,75.0,502d9f83-bd65-4127-b76b-b5017016568b
2018-05-02T05:03:09.000000Z,559a856c-d6d2-40d8-9e70-e6275e380947,Bowl,21.0,5,105.0,988984ff-341b-432a-b6e3-032a0e0ef3ac
2018-12-21T09:41:21.000000Z,b4310b2f-5b85-4d89-b9c6-80f786e01955,Bottle,21.0,2,42.0,d8695658-79b7-4532-86bd-81fa75079115
2018-01-15T07:22:44.000000Z,dc8b3444-1730-4784-8dcb-ed6ae7e65205,Cup,20.0,2,40.0,f73bd1bd-e99a-46b6-a9cb-bdc25215888a
2018-10-19T09:33:08.000000Z,cc3cdb2d-1e67-4f18-8448-de4a9a86f4e0,Tumbler,10.0,5,50.0,e9db3413-2fa2-4aa9-9922-805210f57296
2018-10-25T16:44:30.000000Z,f2986b9c-5bd8-4b24-aeb2-e6bbf2750e81,Cup,20.0,5,100.0,5b40e3a0-9fb5-4944-93d6-e04815725626
2018-07-15T06:44:48.000000Z,60c34765-c209-426d-aa0e-14e7552158a5,Papercup,15.0,10,150.0,772f5da1-3560-4b16-8ca2-99e5cc1d4e06
2018-10-01T05:48:41.000000Z,393e8b40-79a3-4569-be51-e157839dfb0e,Teapot,5.0,2,10.0,a599d5b1-23e5-453b-b346-f9ccb1bfe359
2018-09-05T14:05:56.000000Z,cceacaba-ccba-4161-9554-95673cb8953a,Tumbler,30.0,2,60.0,ba1d44a8-3f1a-49c9-9203-1b210ef650ba
2018-05-01T18:33:23.000000Z,0d1c2370-73b9-485f-8484-9ebafadca038,Bottle,40.0,10,400.0,428156e2-f3b1-4c2b-b48f-2d1184555c28
2018-06-25T10:11:42.000000Z,b3ddad78-54b0-4312-88fb-0d0a4aad1ae5,Bowl,20.0,5,100.0,18c9295d-22c3-4034-a917-06e84c92dc29
2018-07-27T22:02:05.000000Z,dacb615e-a06a-44a3-b8cb-8a28d42f8273,Bowl,42.0,2,84.0,a1bdf9f2-d13f-47df-a742-b10e7c4150ca
2018-03-18T11:07:11.000000Z,224a02e1-733f-4e2e-be5e-6ee1d96a806c,Mug,20.0,5,100.0,45220250-46a7-45ad-8504-796706693896
2018-06-25T21:11:47.000000Z,c9d28cd8-1d9c-40c4-bf3c-953d7396cff2,Teapot,10.0,2,20.0,e9db3413-2fa2-4aa9-9922-805210f57296
2018-04-02T23:34:05.000000Z,7a9d7b1c-7b65-43c6-9439-5beae76f7629,Bowl,20.0,10,200.0,11ab2a6a-dc77-44f9-8273-ef5519781e41
2018-08-25T23:54:21.000000Z,006aac39-4385-4e2c-a5e4-c051892569c1,Cup,10.0,5,50.0,2fea808d-ad66-4fc6-8b06-0653af11a61f
2018-09-21T09:12:19.000000Z,8de162c5-dbd8-40eb-b8d4-258f2535b00a,Bottle,5.0,1,5.0,7a9ed57e-0155-485d-9381-255eeddcf715
2018-01-30T11:54:01.000000Z,1f3ca118-848c-42f9-9fe2-7c827f0f27f5,Papercup,15.0,10,150.0,3c6bd107-6734-4371-bc1e-2f266cfcbefc
2018-06-04T06:56:32.000000Z,c9925b0e-83fe-403a-ab54-606b1900106b,Teapot,40.0,5,200.0,76565c13-fbb3-4c25-a114-7b1a0bf4ef99
2018-03-13T18:50:47.000000Z,0b84b3e0-9612-4826-9367-7017c319e9a4,Bottle,10.0,1,10.0,ab7bd382-fe4d-42de-bbcd-b15fe11bd04c
2018-03-15T06:17:39.000000Z,7c92088b-eebb-461c-994c-a79bc287bdd5,Bottle,30.0,10,300.0,644cb513-90e8-4172-821c-7150ef07b8e7
2018-05-17T21:58:25.000000Z,9545086c-3d6e-4658-99c2-b9bcda34f413,Glass,30.0,1,30.0,2fea808d-ad66-4fc6-8b06-0653af11a61f
2018-02-04T20:04:17.000000Z,a84280c9-fbcc-4533-9446-d1d98dad6754,Bottle,20.0,1,20.0,27456004-682e-4ccf-ade7-59e1de937068
2018-01-03T07:38:20.000000Z,d6c3af34-1f46-4d0c-8ded-3b2b311a0080,Tumbler,15.0,2,30.0,b13b4081-f816-4cad-b256-e8219816b105
2018-12-20T16:56:51.000000Z,37039a36-a843-403c-95ed-9d6841c91907,Cup,5.0,10,50.0,d5eb1ae5-7bd2-4578-a0a3-7e62a93155d4
2018-01-09T08:54:52.000000Z,633d5e40-00c7-4765-96fe-6b71e38196cc,Bowl,5.0,5,25.0,a35f3d61-e875-41c9-b60f-3d264ba732a1
2018-02-19T07:10:24.000000Z,e70140a8-0480-44f1-8884-706050d1e9ae,Glass,5.0,5,25.0,502d9f83-bd65-4127-b76b-b5017016568b
2018-12-09T10:40:57.000000Z,4c2fbf27-dcb4-4bf3-ba74-4c1bdcfa75ae,Bottle,10.0,1,10.0,c670d3ad-8032-4d3e-b487-b5b058f395fb
2018-10-28T23:36:14.000000Z,e85da44e-3cf0-4847-8c62-0c6fc842176b,Bowl,20.0,10,200.0,1b1e33e2-7db5-42bf-a540-5c5264b5a237
2018-10-25T20:44:42.000000Z,552835eb-def3-4e56-9312-7f7cec39b68f,Mug,30.0,2,60.0,e9df9572-d9dd-46c7-b6c5-775a12894bef
2018-12-29T02:59:28.000000Z,e567c7c4-81d2-4188-8ccb-34f9f36486c2,Mug,40.0,5,200.0,f9fe327f-c9ca-4b78-8a8a-7fe14b98e594
2018-03-15T09:43:53.000000Z,7c7ad6a4-bfeb-443a-b83d-6832a80bba93,Glass,15.0,2,30.0,2fea808d-ad66-4fc6-8b06-0653af11a61f
2018-06-07T21:32:22.000000Z,4c9454d1-b1b1-4eec-9699-84bd9535e1b3,Tumbler,20.0,2,40.0,16a3e9cc-f0db-40ed-b2f8-ea2bffafaf33
2018-08-23T04:49:27.000000Z,76e7d34b-c59d-4fd3-a52c-95fb93980e4d,Bowl,20.0,2,40.0,a29d8e5b-ed21-46ce-b366-bbd063a8af7b
2018-07-31T07:55:40.000000Z,e1fa5747-0f0b-4187-bac3-6337b66f4286,Papercup,42.0,2,84.0,d5eb1ae5-7bd2-4578-a0a3-7e62a93155d4
2018-10-15T00:51:58.000000Z,7078dfa3-f520-4579-a899-524054d9cee9,Mug,10.0,2,20.0,a1bdf9f2-d13f-47df-a742-b10e7c4150ca
2018-11-14T04:31:32.000000Z,08425d38-9bfd-46c6-b3a0-ca4e350ce654,Tumbler,42.0,5,210.0,4649afc1-cab9-4fd2-ae9a-11c8c18db824
2018-03-17T12:07:40.000000Z,78ed39f6-d1f9-40e0-be7b-a7e3e5acb355,Bottle,5.0,10,50.0,de57156c-f26f-43f9-b8ef-e1ee9e172f7f
2018-12-27T16:20:57.000000Z,f57c6853-97f3-46d3-a807-cbdf4bf7d574,Tumbler,10.0,2,20.0,1bfe096d-b52c-49ab-bc4d-f0a420ff3aa8
2018-11-28T14:52:41.000000Z,c4642420-9f10-450a-afa6-927f72e40f8b,Glass,10.0,5,50.0,6d9db7ab-5943-4015-ba08-c5ebe57fd42c
2018-11-06T14:35:21.000000Z,0e74abf5-b9de-4e3f-9493-0271267f0988,Teapot,40.0,1,40.0,8aea555d-2707-4a6c-b42b-bf46f1c093a8
2018-06-18T19:04:59.000000Z,af3406ea-4c63-4f61-aafe-147604c6fed2,Papercup,15.0,1,15.0,ca548bee-fa3d-4e15-8234-0271129f3f2b
2018-06-11T11:29:33.000000Z,dd10650b-534f-4c07-b0b8-b103127ed79c,Chalice,20.0,5,100.0,35679bd3-687c-4e88-9067-e26979be398f
2018-12-10T01:48:02.000000Z,15715085-c3b6-4076-99c4-ec4db7985c78,Mug,10.0,10,100.0,55f2f3d7-c05b-46f9-b12f-0cdaf1eb4351
2018-04-09T04:17:28.000000Z,82659bda-86b1-459e-8f34-0571329026ea,Teapot,30.0,10,300.0,55f2f3d7-c05b-46f9-b12f-0cdaf1eb4351
2018-09-27T16:53:51.000000Z,0b08d3cb-25cd-4928-9faf-70fb4673f469,Papercup,5.0,5,25.0,5268bd1b-73af-4314-ae2a-08f9382a24a8
2018-09-23T05:58:07.000000Z,f7932a36-811b-409c-903e-06bc901ddb3a,Chalice,10.0,5,50.0,a35f3d61-e875-41c9-b60f-3d264ba732a1
2018-08-22T08:17:27.000000Z,0579f173-7ecd-4f3a-87a6-702ba41fd908,Teapot,20.0,10,200.0,55f2f3d7-c05b-46f9-b12f-0cdaf1eb4351
2018-10-28T20:24:02.000000Z,374209b5-2790-4561-b8e8-e83467f7a688,Teapot,10.0,1,10.0,0d3af630-b041-4c87-9191-f3429e3f7cd4
2018-10-12T04:19:30.000000Z,915f0003-efe4-4930-8657-40a3d66c388b,Teapot,21.0,10,210.0,a1bdf9f2-d13f-47df-a742-b10e7c4150ca
2018-06-11T18:03:40.000000Z,721c4244-c729-462c-a229-69f2dbe52949,Papercup,30.0,1,30.0,4835313a-1fa3-4366-a2ba-c0df2fdccdb5
2018-12-07T16:54:50.000000Z,a1091ce9-6dc0-4e74-8bfa-f42fe0914fa3,Bottle,15.0,5,75.0,ca548bee-fa3d-4e15-8234-0271129f3f2b
2018-07-24T15:07:34.000000Z,d7084a60-ec64-49ce-83f4-075289547d7a,Glass,15.0,2,30.0,772f5da1-3560-4b16-8ca2-99e5cc1d4e06
2018-08-27T12:24:14.000000Z,9568004e-27ee-4c59-a390-2ba3a719bb4e,Teapot,20.0,5,100.0,1e2342e8-808a-473b-95ac-4bc5e1dba449
2018-03-20T18:11:09.000000Z,d4b3ad5a-833d-480f-b064-824ed9b8f9e2,Mug,5.0,10,50.0,680fbb09-006e-46af-b630-86f621d733dd
2018-10-24T21:21:18.000000Z,5b60eb13-48ef-420d-96a2-7e3f362157ef,Chalice,10.0,10,100.0,6055c1bd-8e13-4c79-963e-898d321bb39f
2018-10-23T19:49:47.000000Z,114ac496-1f74-4d5b-82a7-e3e091ec1f04,Papercup,5.0,5,25.0,11ab2a6a-dc77-44f9-8273-ef5519781e41
2018-10-19T17:50:06.000000Z,7dcc42f8-a74a-477e-b0f6-a24bc13ddc2d,Teapot,5.0,5,25.0,8e718c13-6495-4921-9d91-6f12faa6a897
2018-08-28T19:46:33.000000Z,2d9a6fe8-be5a-4c30-b177-00b80876e5fa,Mug,5.0,1,5.0,ca548bee-fa3d-4e15-8234-0271129f3f2b
2018-05-22T14:08:53.000000Z,b4ae47af-60d1-4ce8-aedb-552372183566,Mug,15.0,2,30.0,a1f76ae3-d734-454f-b128-c00d04f4d94a
2018-01-10T16:27:43.000000Z,16b291d0-4aec-4689-a751-c9be3da3af5a,Glass,42.0,2,84.0,768bfd1c-aefe-4097-b034-71a7858a98fa
2018-02-27T16:39:22.000000Z,858fdf9f-4536-4f4f-b2a5-694e9ba073d4,Papercup,30.0,2,60.0,b78b5287-a32b-4a75-8f7a-4decdf9ad51d
2018-06-17T19:30:44.000000Z,f9e8c7e5-c7e6-4c5d-8d62-21515d3fb3dd,Tumbler,21.0,1,21.0,958580ad-2bea-4185-bcd4-fb5454d62445
2018-03-11T08:09:05.000000Z,f55df356-fafa-4142-8e6d-67dc0c379f5d,Mug,42.0,5,210.0,bcc271e1-e7c2-4803-9b15-161c3909f8b0
2018-03-22T11:01:46.000000Z,73b081b9-4aa6-49ce-9082-025be4959205,Tumbler,10.0,2,20.0,491de7cb-247f-4cda-9922-7030f64db856
2018-02-28T15:44:14.000000Z,9ea819b0-5838-41bf-922e-81b09a303688,Papercup,40.0,2,80.0,9180577d-e735-414f-970f-5531fc980364
2018-10-03T15:14:11.000000Z,abdc45ee-5100-4063-9839-124798f9ff01,Tumbler,21.0,2,42.0,d5eb1ae5-7bd2-4578-a0a3-7e62a93155d4
2018-11-19T02:54:35.000000Z,41110302-7da7-4f2f-be4b-beb4753f6597,Mug,21.0,5,105.0,f0d76523-ccfc-4a88-8532-201b07832ec7
2018-09-11T15:51:10.000000Z,1a24f973-c451-488a-96fa-3d932774583a,Bowl,21.0,10,210.0,746f0a76-f77a-45a0-a8ef-9bdf328ad62c
2018-12-18T14:01:28.000000Z,9a199da5-e6fa-45b9-8091-724a436fd3f2,Bottle,15.0,5,75.0,502d9f83-bd65-4127-b76b-b5017016568b
2018-02-28T04:48:09.000000Z,17cb3080-bc3c-4ec2-b063-cf5191206416,Glass,20.0,1,20.0,988984ff-341b-432a-b6e3-032a0e0ef3ac
2018-11-06T23:45:51.000000Z,3f223b00-6a32-4951-9fa9-606cbd24fa0b,Cup,40.0,2,80.0,e882b18b-3123-4841-a6e4-94b3b39d9891
2018-05-18T16:56:29.000000Z,45f3bb9c-bfaf-4dd7-be3d-5abaf25b8b56,Papercup,20.0,1,20.0,e9db3413-2fa2-4aa9-9922-805210f57296
2018-08-09T01:24:53.000000Z,c76725d1-5384-4a25-8e79-75b72b1c0600,Bottle,20.0,10,200.0,18c9295d-22c3-4034-a917-06e84c92dc29
2018-05-05T09:03:04.000000Z,113a3b35-c5fc-413e-b175-a66e40de05e9,Papercup,40.0,10,400.0,3c6bd107-6734-4371-bc1e-2f266cfcbefc
2018-03-12T14:09:17.000000Z,11d23891-a897-4c0d-82d0-e187b36f251f,Teapot,15.0,1,15.0,7a1075dd-03cc-47e0-940f-41ce436747ba
2018-06-11T20:13:42.000000Z,277a1b17-a7aa-4dfd-a44a-e4cf7e584a45,Bowl,10.0,5,50.0,d8695658-79b7-4532-86bd-81fa75079115
2018-02-09T17:22:06.000000Z,7813dc68-094f-494a-904a-5f6a4adbe1dc,Bottle,20.0,1,20.0,a9e558df-7d35-4505-8cb1-17db41092133
2018-12-17T01:47:40.000000Z,24037c67-2d49-47a6-9d95-d3333396b7bd,Chalice,21.0,5,105.0,e8b31f21-7133-4d88-bb1b-d05f10543dfa
2018-01-09T07:50:30.000000Z,0f0816f8-b2c8-4ffb-b6e3-33115c8a3db5,Chalice,21.0,10,210.0,644cb513-90e8-4172-821c-7150ef07b8e7
2018-03-20T13:23:14.000000Z,a701215b-81ad-4310-9dba-b04ebb9d1b3a,Tumbler,5.0,5,25.0,5580c6ee-5018-4d3b-81e4-93829d14668c
2018-10-12T06:26:00.000000Z,0bfc9ffb-34d4-4eb5-aed2-dfb268b04150,Papercup,20.0,1,20.0,772f5da1-3560-4b16-8ca2-99e5cc1d4e06
2018-07-15T10:59:37.000000Z,85f9d243-6db7-4644-9513-b023c14de44b,Teapot,20.0,1,20.0,0d3af630-b041-4c87-9191-f3429e3f7cd4
2018-05-09T23:06:09.000000Z,0ff2ce20-5773-49fc-a206-20a03e83ff3e,Tumbler,15.0,10,150.0,76565c13-fbb3-4c25-a114-7b1a0bf4ef99
2018-07-20T23:42:13.000000Z,6f297bfc-e58e-499e-9735-70b6ce54a45d,Bottle,20.0,10,200.0,831a93d3-e77d-4be3-b4c4-3f851f70727d
2018-03-02T16:38:27.000000Z,7979e5be-467b-4585-a6a4-43583ebb0c70,Teapot,20.0,5,100.0,944ff74b-4821-4fbd-9bad-e60f88d66935
2018-06-04T21:31:11.000000Z,453cee38-2031-4db5-b17b-937e8d55e95f,Chalice,21.0,5,105.0,e882b18b-3123-4841-a6e4-94b3b39d9891
2018-03-11T02:14:53.000000Z,13b8f981-0392-4aa6-af74-5d664006e0e2,Cup,10.0,10,100.0,5268bd1b-73af-4314-ae2a-08f9382a24a8
2018-12-13T23:23:28.000000Z,a6b8f660-47ba-4545-94ce-1b4ee807d8d6,Chalice,40.0,2,80.0,491de7cb-247f-4cda-9922-7030f64db856
2018-12-13T16:33:29.000000Z,276d3755-8e02-4d95-89e4-7697d78416a5,Bottle,42.0,10,420.0,b78b5287-a32b-4a75-8f7a-4decdf9ad51d
2018-07-19T05:27:19.000000Z,31a2d91f-1949-4431-925c-340d6aa7a743,Cup,20.0,10,200.0,b78b5287-a32b-4a75-8f7a-4decdf9ad51d
2018-12-03T22:41:35.000000Z,e7a45b35-c0b7-40ea-9fba-2a904de51338,Tumbler,10.0,10,100.0,502d9f83-bd65-4127-b76b-b5017016568b
2018-12-27T10:19:56.000000Z,953f3b41-d9ba-4d84-a1b2-ec704738947e,Tumbler,21.0,2,42.0,8e718c13-6495-4921-9d91-6f12faa6a897
2018-11-09T10:49:56.000000Z,d683807a-dfa4-4c11-9b92-284923f39954,Tumbler,20.0,2,40.0,2fea808d-ad66-4fc6-8b06-0653af11a61f
2018-03-14T07:23:26.000000Z,b07de2fc-05e0-44eb-9d17-867334a6d30e,Cup,15.0,2,30.0,6d9db7ab-5943-4015-ba08-c5ebe57fd42c
2018-10-11T19:01:06.000000Z,50f6e8dc-c466-4ffa-9380-ff1a04af0877,Teapot,10.0,1,10.0,9180577d-e735-414f-970f-5531fc980364
2018-12-29T11:40:32.000000Z,c58d3426-4d94-4dc6-9ccc-0a7f10a01939,Mug,40.0,2,80.0,772f5da1-3560-4b16-8ca2-99e5cc1d4e06
2018-09-08T23:52:48.000000Z,31babef3-8d80-474b-9e23-c4f78dd66c54,Mug,30.0,5,150.0,3c6bd107-6734-4371-bc1e-2f266cfcbefc
2018-04-19T07:16:41.000000Z,dd81acdb-9cf3-4f12-993a-9117313b807e,Cup,21.0,2,42.0,427a2f22-d339-416b-9e6d-4b722e73f539
2018-05-07T09:23:45.000000Z,502087dc-189e-4c6f-9fd9-a4dd743c1a84,Glass,30.0,5,150.0,958580ad-2bea-4185-bcd4-fb5454d62445
2018-01-29T17:07:05.000000Z,25445c58-e373-4d7d-afe2-21b9e9752e42,Papercup,5.0,5,25.0,d1dfdaac-c61a-4a48-9dee-c9051032e99b
2018-04-09T12:00:32.000000Z,d0945e5b-99b4-4f2b-9013-36d7117bf55e,Papercup,30.0,5,150.0,eedd9be6-a017-4990-951a-1afaf9e9b184
2018-04-19T17:24:52.000000Z,2c8a0cba-ce61-43e6-8f63-bce90cb020aa,Mug,10.0,1,10.0,de57156c-f26f-43f9-b8ef-e1ee9e172f7f
2018-12-25T00:02:30.000000Z,22219f7f-5fc9-44c4-a209-bd36867c6c36,Chalice,30.0,10,300.0,b13b4081-f816-4cad-b256-e8219816b105
2018-06-28T18:44:38.000000Z,34091bf8-241f-44bc-a005-406effaeef1e,Glass,40.0,5,200.0,8aea555d-2707-4a6c-b42b-bf46f1c093a8
2018-07-07T09:00:58.000000Z,e8513582-01e9-4c6d-97b2-1a27473a9be0,Chalice,30.0,1,30.0,eedd9be6-a017-4990-951a-1afaf9e9b184
2018-08-15T03:31:11.000000Z,051edf4c-7918-4d89-8010-cabdbca0ea27,Chalice,20.0,5,100.0,5ef65202-a26d-49f4-8545-ea886c70037f
2018-06-25T16:39:10.000000Z,1c373f2a-be5b-46ff-b991-34269b1102a6,Teapot,15.0,1,15.0,b6478949-bd4e-4538-9d0a-69c85665d2f0
2018-03-09T11:02:21.000000Z,0cc2dfb2-bc26-48f6-b246-c5a7c9b9e7f0,Chalice,20.0,5,100.0,427a2f22-d339-416b-9e6d-4b722e73f539
2018-04-20T12:57:22.000000Z,ed111bf6-b93a-45a2-8faf-b774b241c853,Cup,5.0,5,25.0,1ca25bd0-2819-4625-ab90-201d71b89e1b
2018-07-12T02:48:56.000000Z,04883695-bf16-4203-81bd-d7859dea5545,Glass,40.0,5,200.0,bcc271e1-e7c2-4803-9b15-161c3909f8b0
2018-09-19T12:56:24.000000Z,8efbe49a-e7db-4800-a3ab-32116150463f,Mug,21.0,5,105.0,644cb513-90e8-4172-821c-7150ef07b8e7
2018-10-25T10:53:08.000000Z,a75881de-03fd-4b92-9cd1-13bbbde160e2,Glass,30.0,1,30.0,55f2f3d7-c05b-46f9-b12f-0cdaf1eb4351
2018-07-14T14:02:04.000000Z,6b0e4701-dc6f-49bf-9a47-e7add0eba34e,Bottle,21.0,5,105.0,d8259191-4007-404d-b60b-6c0a6c3d5284
2018-08-01T08:38:56.000000Z,b2e5bd2c-5d1a-4b8f-8c12-c5834110eec1,Teapot,15.0,10,150.0,427a2f22-d339-416b-9e6d-4b722e73f539
2018-05-19T13:22:18.000000Z,2be78d0e-2bc8-4549-9617-a35859286e9c,Teapot,30.0,1,30.0,5ef65202-a26d-49f4-8545-ea886c70037f
2018-09-19T00:56:58.000000Z,4c0700c8-9969-43ce-93f3-71c1cf2a010f,Bowl,40.0,2,80.0,d5eb1ae5-7bd2-4578-a0a3-7e62a93155d4
2018-08-09T00:07:57.000000Z,dfd5ef05-008e-420a-89c6-c7f5020352df,Mug,20.0,2,40.0,c61614bd-641d-459d-964f-91d6438ef38a
2018-07-24T23:51:45.000000Z,10f7ee0d-ccd9-4eb3-9d1b-a743c0411897,Teapot,42.0,1,42.0,0d3af630-b041-4c87-9191-f3429e3f7cd4
2018-09-14T14:23:41.000000Z,b376d466-07c4-4c5d-b436-961dfeb846f5,Glass,21.0,1,21.0,502d9f83-bd65-4127-b76b-b5017016568b
2018-12-11T18:42:56.000000Z,449804ae-bf62-4aaf-aacb-e37c21841453,Mug,15.0,10,150.0,b13b4081-f816-4cad-b256-e8219816b105
2018-03-17T13:56:56.000000Z,c51f68d1-f3bd-4dd9-b185-33186ba619e1,Teapot,20.0,2,40.0,255509f3-50eb-44f0-8d83-fb0901d6d8ad
2018-11-08T20:15:47.000000Z,1308809d-adbd-4656-84b0-1d46e4d9c294,Mug,5.0,10,50.0,35679bd3-687c-4e88-9067-e26979be398f
2018-02-11T10:02:36.000000Z,7c85815e-8dd0-4af6-bbe8-e25b5de33679,Teapot,42.0,5,210.0,d1dfdaac-c61a-4a48-9dee-c9051032e99b
2018-10-24T21:31:15.000000Z,cfaf3bc9-319c-44f2-bac8-7c0eb1d0df30,Papercup,20.0,1,20.0,e882b18b-3123-4841-a6e4-94b3b39d9891
2018-02-22T03:24:19.000000Z,70aa9a5f-2977-4faa-8dbc-17fbfb983445,Glass,15.0,2,30.0,1ca25bd0-2819-4625-ab90-201d71b89e1b
